,output_text,vector, ,index,output_data_source
396,"صبح است ساقيا قدحی پرشراب کن
دور فلک درنگ ندارد شتاب کن
زان پيشتر که عالم فانی شود خراب
ما را ز جام باده گلگون خراب کن
خورشيد می ز مشرق ساغر طلوع کرد
گر برگ عيش می‌طلبی ترک خواب کن
روزی که چرخ از گل ما کوزه‌ها کند
زنهار کاسه سر ما پرشراب کن
ما مرد زهد و توبه و طامات نيستيم
با ما به جام باده صافی خطاب کن
کار صواب باده پرستيست حافظا
برخيز و عزم جزم به کار صواب کن",[[0.00254917 0.00041496 0.00636477 ... 0.00249358 0.00908633 0.00882084]],,397,غزلیات حافظ
397,"ز در درآ و شبستان ما منور کن
هوای مجلس روحانيان معطر کن
اگر فقيه نصيحت کند که عشق مباز
پياله‌ای بدهش گو دماغ را تر کن
به چشم و ابروی جانان سپرده‌ام دل و جان
بيا بيا و تماشای طاق و منظر کن
ستاره شب هجران نمی‌فشاند نور
به بام قصر برآ و چراغ مه برکن
بگو به خازن جنت که خاک اين مجلس
به تحفه بر سوی فردوس و عود مجمر کن
از اين مزوجه و خرقه نيک در تنگم
به يک کرشمه صوفی وشم قلندر کن
چو شاهدان چمن زيردست حسن تواند
کرشمه بر سمن و جلوه بر صنوبر کن
فضول نفس حکايت بسی کند ساقی
تو کار خود مده از دست و می به ساغر کن
حجاب ديده ادراک شد شعاع جمال
بيا و خرگه خورشيد را منور کن
طمع به قند وصال تو حد ما نبود
حوالتم به لب لعل همچو شکر کن
لب پياله ببوس آنگهی به مستان ده
بدين دقيقه دماغ معاشران تر کن
پس از ملازمت عيش و عشق مه رويان
ز کارها که کنی شعر حافظ از بر کن",[[0.00756102 0.0047132  0.01680758 ... 0.02556768 0.00405022 0.02299214]],,398,غزلیات حافظ
398,"ای نور چشم من سخنی هست گوش کن
چون ساغرت پر است بنوشان و نوش کن
در راه عشق وسوسه اهرمن بسيست
پيش آی و گوش دل به پيام سروش کن
برگ نوا تبه شد و ساز طرب نماند
ای چنگ ناله برکش و ای دف خروش کن
تسبيح و خرقه لذت مستی نبخشدت
همت در اين عمل طلب از می فروش کن
پيران سخن ز تجربه گويند گفتمت
هان ای پسر که پير شوی پند گوش کن
بر هوشمند سلسله ننهاد دست عشق
خواهی که زلف يار کشی ترک هوش کن
با دوستان مضايقه در عمر و مال نيست
صد جان فدای يار نصيحت نيوش کن
ساقی که جامت از می صافی تهی مباد
چشم عنايتی به من دردنوش کن
سرمست در قبای زرافشان چو بگذری
يک بوسه نذر حافظ پشمينه پوش کن",[[0.00302796 0.00080826 0.00502147 ... 0.05169517 0.00832272 0.01782818]],,399,غزلیات حافظ
399,"کرشمه‌ای کن و بازار ساحری بشکن
به غمزه رونق و ناموس سامری بشکن
به باد ده سر و دستار عالمی يعنی
کلاه گوشه به آيين سروری بشکن
به زلف گوی که آيين دلبری بگذار
به غمزه گوی که قلب ستمگری بشکن
برون خرام و ببر گوی خوبی از همه کس
سزای حور بده رونق پری بشکن
به آهوان نظر شير آفتاب بگير
به ابروان دوتا قوس مشتری بشکن
چو عطرسای شود زلف سنبل از دم باد
تو قيمتش به سر زلف عنبری بشکن
چو عندليب فصاحت فروشد ای حافظ
تو قدر او به سخن گفتن دری بشکن",[[0.00990303 0.00366985 0.0080627  ... 0.01783446 0.01021941 0.02185726]],,400,غزلیات حافظ
400,"بالابلند عشوه گر نقش باز من
کوتاه کرد قصه زهد دراز من
ديدی دلا که آخر پيری و زهد و علم
با من چه کرد ديده معشوقه باز من
می‌ترسم از خرابی ايمان که می‌برد
محراب ابروی تو حضور نماز من
گفتم به دلق زرق بپوشم نشان عشق
غماز بود اشک و عيان کرد راز من
مست است يار و ياد حريفان نمی‌کند
ذکرش به خير ساقی مسکين نواز من
يا رب کی آن صبا بوزد کز نسيم آن
گردد شمامه کرمش کارساز من
نقشی بر آب می‌زنم از گريه حاليا
تا کی شود قرين حقيقت مجاز من
بر خود چو شمع خنده زنان گريه می‌کنم
تا با تو سنگ دل چه کند سوز و ساز من
زاهد چو از نماز تو کاری نمی‌رود
هم مستی شبانه و راز و نياز من
حافظ ز گريه سوخت بگو حالش ای صبا
با شاه دوست پرور دشمن گداز من",[[0.00337718 0.00442475 0.01372369 ... 0.01827929 0.01213532 0.02137826]],,401,غزلیات حافظ
401,"چون شوم خاک رهش دامن بيفشاند ز من
ور بگويم دل بگردان رو بگرداند ز من
روی رنگين را به هر کس می‌نمايد همچو گل
ور بگويم بازپوشان بازپوشاند ز من
چشم خود را گفتم آخر يک نظر سيرش ببين
گفت می‌خواهی مگر تا جوی خون راند ز من
او به خونم تشنه و من بر لبش تا چون شود
کام بستانم از او يا داد بستاند ز من
گر چو فرهادم به تلخی جان برآيد باک نيست
بس حکايت‌های شيرين باز می‌ماند ز من
گر چو شمعش پيش ميرم بر غمم خندان شود
ور برنجم خاطر نازک برنجاند ز من
دوستان جان داده‌ام بهر دهانش بنگريد
کو به چيزی مختصر چون باز می‌ماند ز من
صبر کن حافظ که گر زين دست باشد درس غم
عشق در هر گوشه‌ای افسانه‌ای خواند ز من",[[0.0101139  0.03834245 0.01009859 ... 0.00549159 0.00441014 0.01114044]],,402,غزلیات حافظ
402,"نکته‌ای دلکش بگويم خال آن مه رو ببين
عقل و جان را بسته زنجير آن گيسو ببين
عيب دل کردم که وحشی وضع و هرجايی مباش
گفت چشم شيرگير و غنج آن آهو ببين
حلقه زلفش تماشاخانه باد صباست
جان صد صاحب دل آن جا بسته يک مو ببين
عابدان آفتاب از دلبر ما غافلند
ای ملامتگو خدا را رو مبين آن رو ببين
زلف دل دزدش صبا را بند بر گردن نهاد
با هواداران ره رو حيله هندو ببين
اين که من در جست و جوی او ز خود فارغ شدم
کس نديده‌ست و نبيند مثلش از هر سو ببين
حافظ ار در گوشه محراب می‌نالد رواست
ای نصيحتگو خدا را آن خم ابرو ببين
از مراد شاه منصور ای فلک سر برمتاب
تيزی شمشير بنگر قوت بازو ببين",[[0.00570924 0.00336421 0.01459886 ... 0.00669801 0.00607281 0.01600493]],,403,غزلیات حافظ
403,"شراب لعل کش و روی مه جبينان بين
خلاف مذهب آنان جمال اينان بين
به زير دلق ملمع کمندها دارند
درازدستی اين کوته آستينان بين
به خرمن دو جهان سر فرو نمی‌آرند
دماغ و کبر گدايان و خوشه چينان بين
بهای نيم کرشمه هزار جان طلبند
نياز اهل دل و ناز نازنينان بين
حقوق صحبت ما را به باد داد و برفت
وفای صحبت ياران و همنشينان بين
اسير عشق شدن چاره خلاص من است
ضمير عاقبت انديش پيش بينان بين
کدورت از دل حافظ ببرد صحبت دوست
صفای همت پاکان و پاکدينان بين",[[0.01121048 0.00184098 0.00380139 ... 0.0193717  0.00458746 0.02233521]],,404,غزلیات حافظ
404,"می‌فکن بر صف رندان نظری بهتر از اين
بر در ميکده می کن گذری بهتر از اين
در حق من لبت اين لطف که می‌فرمايد
سخت خوب است وليکن قدری بهتر از اين
آن که فکرش گره از کار جهان بگشايد
گو در اين کار بفرما نظری بهتر از اين
ناصحم گفت که جز غم چه هنر دارد عشق
برو ای خواجه عاقل هنری بهتر از اين
دل بدان رود گرامی چه کنم گر ندهم
مادر دهر ندارد پسری بهتر از اين
من چو گويم که قدح نوش و لب ساقی بوس
بشنو از من که نگويد دگری بهتر از اين
کلک حافظ شکرين ميوه نباتيست به چين
که در اين باغ نبينی ثمری بهتر از اين",[[0.00684719 0.01259066 0.00230139 ... 0.05701098 0.00873053 0.01318519]],,405,غزلیات حافظ
405,"به جان پير خرابات و حق صحبت او
که نيست در سر من جز هوای خدمت او
بهشت اگر چه نه جای گناهکاران است
بيار باده که مستظهرم به همت او
چراغ صاعقه آن سحاب روشن باد
که زد به خرمن ما آتش محبت او
بر آستانه ميخانه گر سری بينی
مزن به پای که معلوم نيست نيت او
بيا که دوش به مستی سروش عالم غيب
نويد داد که عام است فيض رحمت او
مکن به چشم حقارت نگاه در من مست
که نيست معصيت و زهد بی مشيت او
نمی‌کند دل من ميل زهد و توبه ولی
به نام خواجه بکوشيم و فر دولت او
مدام خرقه حافظ به باده در گرو است
مگر ز خاک خرابات بود فطرت او",[[0.00746997 0.00401126 0.00698816 ... 0.00993424 0.00779478 0.01520227]],,406,غزلیات حافظ
406,"گفتا برون شدی به تماشای ماه نو
از ماه ابروان منت شرم باد رو
عمريست تا دلت ز اسيران زلف ماست
غافل ز حفظ جانب ياران خود مشو
مفروش عطر عقل به هندوی زلف ما
کان جا هزار نافه مشکين به نيم جو
تخم وفا و مهر در اين کهنه کشته زار
آن گه عيان شود که بود موسم درو
ساقی بيار باده که رمزی بگويمت
از سر اختران کهن سير و ماه نو
شکل هلال هر سر مه می‌دهد نشان
از افسر سيامک و ترک کلاه زو
حافظ جناب پير مغان مامن وفاست
درس حديث عشق بر او خوان و ز او شنو",[[0.00796594 0.00705244 0.00164174 ... 0.02003403 0.00646251 0.02505118]],,407,غزلیات حافظ
